input_title,input_year,found_in_tmdb,tmdb_id,title,release_date,runtime,genres,directors,cast,keywords,production_companies,original_language,budget,revenue,directors_other,cast_other,keywords_other
The DUFF,Unknown,True,272693,The DUFF,2015-02-20,100.0,Romance; Comedy,Ari Sandel,Mae Whitman; Robbie Amell; Bella Thorne; Romany Malco; Ken Jeong; Allison Janney,high school; friendship; based on novel or book; geek; relationship; high school student; teen comedy; duringcreditsstinger; girl next door; based on young adult novel; teenager,Wonderland Sound and Vision; CBS Films; Vast Entertainment,en,8500000.0,43528634.0,,Skyler Samuels; Bianca A. Santos; Chris Wylde; Seth Meriwether,american high school
The Curse,2023.0,True,1262809,The Curse,2023-10-01,20.0,Drama,,,Unknown,Girasol Productions,en,10000.0,0.0,Stefan Molina,Dalila Romero; Stefan Molina; Kayla Anderson; Maylen Gutierrez; Niko Pena; Alexis Cardona; Luca Molinari; Mario Ramos,
The Da Vinci Code,Unknown,True,591,The Da Vinci Code,2006-05-17,149.0,Thriller; Mystery,Ron Howard,Tom Hanks; Ian McKellen; Jean Reno; Paul Bettany; Alfred Molina; Jürgen Prochnow,"paris, france; based on novel or book; holy grail; christianity; monk; secret society; louvre museum; pentagram; conspiracy; tomb; catholicism; albino",Imagine Entertainment; Skylark Productions,en,125000000.0,760006945.0,,Audrey Tautou; Jean-Yves Berteloot; Etienne Chicot; Jean-Pierre Marielle,heresy; mona lisa (la gioconda); freemason; cryptologist; iconography; sect
The Darjeeling Limited,Unknown,True,4538,The Darjeeling Limited,2007-09-07,92.0,Adventure; Drama; Comedy,Wes Anderson,Owen Wilson; Adrien Brody; Jason Schwartzman; Irrfan Khan; Bill Murray,sibling relationship; dysfunctional family; train; india; healing; steward,Fox Searchlight Pictures; Collage; American Empirical Pictures,en,16000000.0,24377151.0,,Amara Karan; Wallace Wolodarsky; Waris Ahluwalia; Barbet Schroeder; Camilla Rutherford,catharsis; train ride
The Danish Girl,Unknown,True,306819,The Danish Girl,2015-11-27,119.0,Drama,Tom Hooper,Eddie Redmayne; Alicia Vikander; Matthias Schoenaerts; Ben Whishaw; Sebastian Koch; Amber Heard,"paris, france; based on novel or book; denmark; copenhagen, denmark; artist; painter; historical fiction; art; transsexual; surgery; lgbt; mourning; 1920s; desperate; dramatic; cliché; derogatory",Pretty Pictures; Working Title Films; Artémis Productions; Shelter Productions; Senator Global Productions; ReVision Pictures; Working Title Films,en,15000000.0,64200000.0,,Pip Torrens; Nicholas Woodeson; Emerald Fennell; Adrian Schiller,
The Dark Knight,Unknown,True,155,The Dark Knight,2008-07-16,152.0,Drama; Action; Crime; Thriller,Christopher Nolan,Christian Bale; Heath Ledger; Aaron Eckhart; Michael Caine; Maggie Gyllenhaal; Gary Oldman; Morgan Freeman; Cillian Murphy,sadism; chaos; secret identity; crime fighter; superhero; anti hero; scarecrow; based on comic; vigilante; organized crime; tragic hero; anti villain; criminal mastermind; district attorney; super power; super villain; neo-noir; bold,Warner Bros. Pictures; Legendary Pictures; Syncopy; DC,en,185000000.0,1004558444.0,,Monique Gabriela Curnen; Ron Dean,
The Current War,Unknown,True,418879,The Current War,2018-02-01,108.0,Drama; History,Alfonso Gomez-Rejon,Benedict Cumberbatch; Michael Shannon; Nicholas Hoult; Katherine Waterston; Tom Holland; Matthew Macfadyen; Tuppence Middleton,biography; 19th century,Bazelevs Production; Film Rites; Fourth Floor Productions; 13 Films; Thunder Road,en,30000000.0,12217160.0,,Stanley Townsend; Damien Molony; Conor MacNeill,
The Day After Tomorrow,Unknown,True,435,The Day After Tomorrow,2004-05-26,123.0,Action; Adventure; Science Fiction; Thriller,Roland Emmerich,Dennis Quaid; Jake Gyllenhaal; Emmy Rossum; Dash Mihok; Jay O. Sanders,"new york city; philadelphia, pennsylvania; saving the world; scotland; climate change; tornado; hurricane; ice age; evacuation; flooding; rescue mission; global warming; tsunami; end of the world; snow; scientist; united nations; high school student; frozen alive; disaster movie; climate crisis",20th Century Fox; Centropolis Entertainment; Lionsgate; The Mark Gordon Company,en,125000000.0,552639571.0,,Sela Ward; Austin Nichols; Arjay Smith; Tamlyn Tomita; Sasha Roiz,greenhouse effect; hail; temperature drop; polar zone; barrier ice; ice melting; climatologist; freezing; snowed in; typhoon; cataclysmic storm; new york public library; global catastrophe; climate science; superstorm; torrential rain; mass casualties
The Dark Tower,Unknown,True,353491,The Dark Tower,2017-08-03,95.0,Fantasy; Action; Science Fiction,Nikolaj Arcel,Idris Elba; Matthew McConaughey; Fran Kranz; Abbey Lee; Jackie Earle Haley; Dennis Haysbert,mind control; gunslinger; based on novel or book; portal; parallel world,Columbia Pictures; MRC; Imagine Entertainment; Weed Road Pictures,en,60000000.0,113231078.0,,Tom Taylor; Claudia Kim; Katheryn Winnick; Michael Barbieri,another world
The Crush,Unknown,True,33408,The Crush,1993-04-02,89.0,Thriller; Drama,,Cary Elwes; Alicia Silverstone; Kurtwood Smith,journalist; obsession; sociopath; revenge; teenage girl; older man younger woman relationship; obsessive love; erotic thriller,Morgan Creek Entertainment; Warner Bros. Pictures,en,6000000.0,13609396.0,Alan Shapiro,Jennifer Rubin; Amber Benson; Gwynyth Walsh; Deborah Hancock; Beverley Elliott; Andrew Airlie; Sheila Paterson,lolita; jail bait
The Darkest Minds,Unknown,True,445651,The Darkest Minds,2018-07-25,105.0,Action; Adventure; Drama,Jennifer Yuh Nelson,Harris Dickinson; Mandy Moore; Gwendoline Christie; Mark O'Brien,based on novel or book; dystopia; super power; woman director; based on young adult novel,21 Laps Entertainment; 20th Century Fox,en,34000000.0,41142379.0,,Amandla Stenberg; Patrick Gibson; Skylan Brooks; Miya Cech; Grace DeAmicis; Faye Foley,children on the run
The Dark Knight Rises,Unknown,True,49026,The Dark Knight Rises,2012-07-17,165.0,Action; Crime; Drama; Thriller,Christopher Nolan,Christian Bale; Gary Oldman; Tom Hardy; Joseph Gordon-Levitt; Anne Hathaway; Marion Cotillard; Morgan Freeman; Michael Caine; Matthew Modine,airplane; fight; burglar; hostage; secret identity; crime fighter; superhero; villainess; based on comic; cover-up; vigilante; tragic hero; terrorism; destruction; fighting; criminal underworld; flood,Syncopy; Legendary Pictures; DC Entertainment; Warner Bros. Pictures,en,250000000.0,1081041287.0,,Alon Aboutboul,time bomb; mobile; cat burglar
The Dark Crystal,Unknown,True,11639,The Dark Crystal,1982-12-17,93.0,Adventure; Family; Fantasy,Frank Oz,Frank Oz; Dave Goelz; Steve Whitmire,race against time; mission; liberation; castle; villain; mythical creature; puppetry; creature; fantasy world; good versus evil,ITC Entertainment; Henson Associates; Jim Henson Productions,en,15000000.0,40600000.0,Jim Henson,Jim Henson; Kathryn Mullen; Louise Gold; Brian Meehl; Stephen Garlick; Lisa Maxwell; Billie Whitelaw,crystal; bizarre creatures
The Day the Earth Blew Up: A Looney Tunes Movie,Unknown,True,870360,The Day the Earth Blew Up: A Looney Tunes Movie,2024-08-01,90.0,Animation; Family; Comedy; Adventure; Science Fiction,,Eric Bauza; Peter MacNicol; Fred Tatasciore; Wayne Knight; Keith Ferguson,zombie; alien invasion; buddy comedy; duringcreditsstinger; playful; based on tv series; hilarious,Warner Bros. Animation,en,15000000.0,15076954.0,Peter Browngardt,Candi Milo; Laraine Newman; Ruth Clampett; Andrew Kishino; Kimberly Brooks,chewing gum; chaotic; slapstick
The Dead Don't Die,2019.0,True,535581,The Dead Don't Die,2019-05-15,104.0,Horror; Comedy; Fantasy,Jim Jarmusch,Bill Murray; Adam Driver; Tom Waits; Chloë Sevigny; Steve Buscemi; Danny Glover; Jahi Di'Allo Winston,"hermit; small town; pennsylvania, usa; cemetery; breaking the fourth wall; b movie; zombie; police officer",Focus Features; Kill the Head; Animal Kingdom; Longride; Chimney Sweden; Film i Väst,en,11000000.0,15800000.0,,Eszter Balint; Maya Delmont; Taliyah Whitaker,
The Dead Pool,Unknown,True,10651,The Dead Pool,1988-07-13,91.0,Action; Crime; Thriller,,Clint Eastwood; Patricia Clarkson; Liam Neeson; Jim Carrey,prison; police; hitman; fight; media; gun; gangster; detective; chinatown; stalker; sequel; murder; mafia; reporter; explosion; neo-noir,Malpaso Productions; Warner Bros. Pictures,en,20000000.0,37900000.0,Buddy Van Horn,Evan C. Kim; David Hunt; Michael Currie; Ronnie Claire Edwards; Michael Goodwin; Darwin Gillett,
The Dead Zone,Unknown,True,11336,The Dead Zone,1983-10-21,103.0,Thriller; Horror; Science Fiction,David Cronenberg,Christopher Walken; Tom Skerritt; Herbert Lom; Martin Sheen; Nicholas Campbell,sheriff; coma; based on novel or book; sacrifice; flashback; premonition; vision; doctor; car accident; series of murders; psychic; dark hero; gothic; madness; wistful; suspenseful; tragic,Lorimar Film Entertainment; The De Laurentiis Company,en,10000000.0,20766616.0,,Brooke Adams; Anthony Zerbe; Colleen Dewhurst; Sean Sullivan; Jackie Burroughs,
The Dead Don't Hurt,Unknown,True,1032425,The Dead Don't Hurt,2024-05-01,130.0,Western; Drama; Romance,,Vicky Krieps; Viggo Mortensen; Garret Dillahunt; Danny Huston; W. Earl Brown; Colin Morgan; Ray McKinnon,immigration; leaving one's family; sexual violence; american civil war; 1860s,Talipot Studio; Recorded Picture Company; Perceval Pictures; Scythia Films; MOTOR,en,0.0,970119.0,Viggo Mortensen,Solly McLeod; Shane Graham; Rafel Plana,
The Death & Life of John F. Donovan,Unknown,True,291984,The Death & Life of John F. Donovan,2019-03-13,123.0,Drama,Xavier Dolan,Kit Harington; Natalie Portman; Jacob Tremblay; Susan Sarandon; Kathy Bates; Ben Schnetzer; Thandiwe Newton,movie business; celebrity; hollywood; lgbt; actor; gay theme; non linear,Sons of Manual; Lyla Films; Warp Films,en,35000000.0,3326364.0,,Jared Keeso; Chris Zylka; Amara Karan,idol
The Day the Earth Stood Still,2008.0,True,10200,The Day the Earth Stood Still,2008-12-10,104.0,Drama; Science Fiction; Thriller,Scott Derrickson,Keanu Reeves; Jennifer Connelly; Jaden Smith; Jon Hamm; Kathy Bates; John Cleese; Kyle Chandler; Robert Knepper; Brandon T. Jackson; James Hong,spacecraft; government; panic; extraterrestrial technology; ultimatum; evacuation; tank; alien; remake; ufo; end of the world; social commentary; giant robot; power outage; interrogation; environmentalism; threat; alien contact,Dune Entertainment III; Earth Canada Productions; Hammerhead Productions; 3 Arts Entertainment; 20th Century Fox,en,80000000.0,233093859.0,,,messenger; nanobots; disintegration
The Daytrippers,Unknown,True,49806,The Daytrippers,1997-03-05,87.0,Comedy; Drama,Greg Mottola,Hope Davis; Parker Posey; Liev Schreiber; Campbell Scott; Stanley Tucci; Marcia Gay Harden,adultery; new york city; dysfunctional family; road trip; family relationships; rooftop; one night; bickering; chance meeting; drunkenness; closeted homosexual; sister sister relationship; independent film,Nancy Tenenbaum Films; Fiasco Photoplays; Trick Productions,en,600000.0,2099677.0,,Pat McNamara; Anne Meara; Marc Grapey; Marcia Haufrecht,adulterous husband
The Dark and the Wicked,Unknown,True,680593,The Dark and the Wicked,2020-04-16,95.0,Horror,,Marin Ireland; Xander Berkeley,suicide; texas; haunting; possession; grief; priest; isolated farmhouse; brother sister relationship; rural,Travelling Picture Show Company; Unbroken Pictures; Shotgun Shack Pictures; Inwood Road Films,en,0.0,736153.0,Bryan Bertino,Michael Abbott Jr.; Lynn Andrews; Julie Oliver-Touchstone; Tom Nowicki; Ella Ballentine; Michael Zagst; Mel Cowan; Mindy Raymond,goats; severed finger
The Death of Dick Long,Unknown,True,565383,The Death of Dick Long,2019-09-27,100.0,Comedy; Crime; Drama,Daniel Scheinert,Jess Weixler; Sunita Mani,horse; sexual violence; rape of a male; zoophilia,A24,en,0.0,36586.0,,Michael Abbott Jr.; Virginia Newcomb; Andre Hyland; Sarah Baker; Poppy Cunningham; Roy Wood Jr.; Janelle Cochrane; Daniel Scheinert,bestiality; cover-up attempt
The Death of Superman,Unknown,True,487670,The Death of Superman,2018-07-24,81.0,Science Fiction; Animation; Action; Drama; Fantasy,Sam Liu,Jerry O'Connell; Rebecca Romijn; Rainn Wilson; Rosario Dawson; Nathan Fillion; Matt Lanter; Jason O'Mara,superhero; based on comic; dc animated movie universe,DC Entertainment; Warner Bros. Animation,en,0.0,0.0,Jake Castorena,Christopher Gorham; Shemar Moore; Nyambi Nyambi,death of hero; alien abomination
The Departed,Unknown,True,1422,The Departed,2006-10-04,151.0,Drama; Thriller; Crime,Martin Scorsese,Leonardo DiCaprio; Matt Damon; Jack Nicholson; Mark Wahlberg; Martin Sheen; Ray Winstone; Vera Farmiga; Anthony Anderson; Alec Baldwin; Kevin Corrigan,"police; undercover; boston, massachusetts; gangster; irish-american; crime boss; friends; remake; mobster; organized crime; mafia; undercover cop; mole; realtor; dreary; frightened",Warner Bros. Pictures; Plan B Entertainment; Initial Entertainment Group; Vertigo Entertainment; Media Asia Films,en,90000000.0,291465000.0,,,state police; police training
The Death of Stalin,Unknown,True,402897,The Death of Stalin,2017-10-20,107.0,Comedy; Drama; History,Armando Iannucci,Steve Buscemi; Simon Russell Beale; Jeffrey Tambor; Jason Isaacs; Michael Palin; Rupert Friend; Andrea Riseborough,chaos; dictator; socialism; dark comedy; satire; biography; based on true story; death; military; political satire; 1950s,Gaumont; Quad Productions; Main Journey; France 3 Cinéma; La Compagnie Cinématographique; Panache Productions; AFPI,en,13000000.0,24600000.0,,Dermot Crowley; Paul Whitehouse; Paul Chahidi,joseph stalin; regime
The Descendants,Unknown,True,65057,The Descendants,2011-09-09,115.0,Comedy; Drama,Alexander Payne,George Clooney; Shailene Woodley,daughter; infidelity; hawaii; father-in-law; beach house; estate; dying mother; teenage daughter; realtor; thoughtful,Dune Entertainment; Fox Searchlight Pictures; Ad Hominem Enterprises,en,20000000.0,177200000.0,,Amara Miller; Nick Krause; Patricia Hastie; Grace A. Cruz; Kim Gennaula; Karen Kuioka Hironaga; Carmen Kaichi; Kaui Hart Hemmings,boating accident; trustee; trust fund; wild girl; wild child
The Deep Blue Sea,Unknown,True,193321,The Deep Blue Sea,1955-11-01,98.0,Drama; Romance,,,adultery; age difference; redemption; bartender; dysfunctional marriage; love affair; bookie; drunkenness,London Films Productions,en,0.0,0.0,Anatole Litvak,Vivien Leigh; Kenneth More; Eric Portman; Emlyn Williams; Moira Lister; Arthur Hill; Dandy Nichols; Alec McCowen; Jimmy Hanley; Heather Thatcher,landlady
The Devil Wears Prada,Unknown,True,350,The Devil Wears Prada,2006-06-29,109.0,Drama; Comedy,David Frankel,Meryl Streep; Anne Hathaway; Emily Blunt; Stanley Tucci; Rich Sommer,"new york city; journalist; paris, france; based on novel or book; journalism; assistant; job interview; editor-in-chief; fashion; fashion magazine; bullied; city life; bold",Fox 2000 Pictures; 20th Century Fox; Wendy Finerman Productions,en,35000000.0,326706115.0,,Simon Baker; Adrian Grenier; Tracie Thoms; Daniel Sunjata; David Marshall Grant,fashion journal; job entrant; fashion industry
The Devil Inside,Unknown,True,76487,The Devil Inside,2012-01-06,83.0,Horror; Thriller,William Brent Bell,,"rome, italy; exorcism; death; demonic possession; found footage",Room 101; Prototype,en,1000000.0,101800000.0,,Fernanda Andrade; Simon Quarterman; Evan Helmuth; Ionut Grama; Suzan Crowley; Bonnie Morgan; Brian D. Johnson; John Prosky; Claudiu Istodor; Claudiu Trandafir,
The Deer Hunter,Unknown,True,11778,The Deer Hunter,1978-12-08,183.0,Drama; War,,Robert De Niro; Christopher Walken; Meryl Streep,"vietnam war; vietnam veteran; small town; suicide; vietnam; post-traumatic stress disorder (ptsd); escape; pennsylvania, usa; friends; wedding; anti war; revolver; drunkenness",Universal Pictures; EMI Films,en,15000000.0,49000000.0,Michael Cimino,John Cazale; John Savage; George Dzundza; Rutanya Alda; Pierre Segui; Amy Wright; Richard Kuss,saigon; russian roulette; deer hunting; steel worker; viet cong; romantic triangle; friends love same woman; prisoner of war camp; slavic american
The Deliverance,2024.0,True,930600,The Deliverance,2024-08-16,112.0,Horror; Thriller,Lee Daniels,Glenn Close; Aunjanue Ellis-Taylor,possession; based on true story; demonic,Tucker Tooley Entertainment; Turn Left Productions; Lee Daniels Entertainment,en,0.0,0.0,,Andra Day; Anthony B. Jenkins; Caleb McLaughlin; Demi Singleton; Mo'Nique; Omar Epps; Miss Lawrence; Javion Allen,
The Descent,Unknown,True,9392,The Descent,2005-07-08,99.0,Adventure; Horror,,,panic; darkness; mutant; expedition; cave; claustrophobia; trauma; gore; female friendship; rope; climbing; friends; female protagonist; best friend; creature; survival horror; grieving; camcorder; suspenseful,Celador Films; Northmen Productions; Pathe,en,3500000.0,57130027.0,Neil Marshall,Shauna Macdonald; Natalie Mendoza; Alex Reid; MyAnna Buring; Saskia Mulder; Nora-Jane Noone; Leslie Simpson; Oliver Milburn; Molly Kayll; Craig Conway,appalachia; speleology
The Devil and Father Amorth,Unknown,True,457775,The Devil and Father Amorth,2018-04-20,68.0,Documentary; Horror,William Friedkin,,italy; christianity; exorcism; roman catholic church; catholicism; catholic priest,LD Entertainment,en,0.0,0.0,,William Friedkin; Gabriele Amorth,
The Devil All the Time,Unknown,True,499932,The Devil All the Time,2020-09-11,138.0,Crime; Drama; Thriller,,Tom Holland; Robert Pattinson; Bill Skarsgård; Riley Keough; Jason Clarke; Sebastian Stan; Haley Bennett; Eliza Scanlen; Mia Wasikowska,small town; suicide; sheriff; based on novel or book; war veteran; gun; ohio; west virginia; murder; serial killer; photograph; church; gothic; madness; post world war ii; reverend; violence,Nine Stories Productions; BorderLine Films; Bronx Moving Co.,en,0.0,0.0,Antonio Campos,Harry Melling,
The Devil's Rejects,Unknown,True,1696,The Devil's Rejects,2005-07-22,111.0,Drama; Horror; Crime,Rob Zombie,Sid Haig; Bill Moseley; Sheri Moon Zombie; William Forsythe; Geoffrey Lewis; Dave Sheridan,fire; sheriff; bounty hunter; sadism; psychopath; sadistic; brothel; motel; exploitation; road trip; sequel; revenge; murder; antisocial personality disorder; rampage; serial killer; torture; corpse; brutality; maniac; death of brother; psychotronic; ax,Cinerenta; Firm Films; Devil's Rejects Inc.; Lionsgate,en,7000000.0,20901859.0,,Ken Foree; Matthew McGrory; Leslie Easterbrook; Priscilla Barnes,
The Devils,Unknown,True,31767,The Devils,1971-07-16,114.0,Drama; History,Ken Russell,Vanessa Redgrave; Oliver Reed; Gemma Jones,nun; chaos; christianity; exploitation; satire; surrealism; biography; based on true story; sin; hysteria; priest; torture; roman catholic church; convent (nunnery); 17th century; grim; sexual perversion; absurd; banned film; bold,Russo Productions,en,2000000.0,11000000.0,,Dudley Sutton; Max Adrian; Murray Melvin; Michael Gothard; Georgina Hale; Brian Murphy; Christopher Logue,inquisition; blasphemy; nunsploitation; religious controversy
The Devil's Candy,Unknown,True,354216,The Devil's Candy,2016-12-15,79.0,Horror; Thriller; Drama,Sean Byrne,Ethan Embry; Pruitt Taylor Vince; Leland Orser,fire; gun; texas; child murder; painting; artist; possession; heavy metal; satan; murder; serial killer; devil; house fire; demonic possession; child kidnapping; father daughter relationship,Snoot Entertainment; HanWay Films,en,0.0,772319.0,,Shiri Appleby; Kiara Glasco; Tony Amendola; Oryan Landa; Craig Nigh; Marco Perella; Mylinda Royer,gunman; satanic; rural texas; electric guitar
The Diary of a Teenage Girl,Unknown,True,250124,The Diary of a Teenage Girl,2015-08-07,103.0,Drama; Romance; Comedy,Marielle Heller,Kristen Wiig; Alexander Skarsgård; Christopher Meloni,"san francisco, california; 1970s; based on comic; coming of age; teenage girl; older man younger woman relationship; based on graphic novel; teenage sexuality; comic book artist; woman director; female sexuality",Archer Gray; Cold Iron Pictures; Caviar,en,2000000.0,1477002.0,,Bel Powley; Austin Lyon; Madeleine Waters; Margarita Levieva; Quinn Nagle; Abby Wait; John Parsons,
The Dictator,2012.0,True,76493,The Dictator,2012-05-15,83.0,Comedy,Larry Charles,Sacha Baron Cohen; Ben Kingsley; Anna Faris; Jason Mantzoukas; Adeel Akhtar; Aasif Mandvi,petrol; culture clash; dictator; coup d'etat; satire; parody; uncle; conspiracy; female soldier; united nations; weapon of mass destruction; grocery store; identity swap; ironic; hilarious,Paramount Pictures; Berg Mandel Schaffer Productions; Scott Rudin Productions; Four by Two Films,en,65000000.0,179379533.0,,Sayed Badreya; Rizwan Manji; Rocky Citron; Liam Campora,dissident
The Devil's Advocate,Unknown,True,1813,The Devil's Advocate,1997-10-17,144.0,Drama; Mystery; Thriller; Horror,Taylor Hackford,Keanu Reeves; Al Pacino; Charlize Theron; Jeffrey Jones; Connie Nielsen; Craig T. Nelson; Debra Monk,"child abuse; southern usa; marriage crisis; obsession; bible; seduction; hallucination; devil's son; ambition; pact with the devil; crooked lawyer; satan; evil spirit; lust; courtroom; temptation; law firm; manhattan, new york city; seven deadly sins; ethics; reflective; anxious; legal thriller; cautionary; callous; enchant",Monarchy Enterprises B.V.; Regency Enterprises; Kopelson Entertainment; New Regency Pictures; Taurus Film; Warner Bros. Pictures,en,57000000.0,153000000.0,,Judith Ivey; Tamara Tunie; Ruben Santiago-Hudson,
The Dilemma,Unknown,True,44564,The Dilemma,2011-01-13,111.0,Comedy; Drama,Ron Howard,Vince Vaughn; Kevin James; Winona Ryder; Jennifer Connelly; Queen Latifah; Channing Tatum; Clint Howard; Amy Morton,"chicago, illinois; adultery; infidelity; truth; married couple; male friendship; dilemma; love; boyfriend girlfriend relationship; moral dilemma; affair; best friends; secrets",Wild West Picture Show Productions; Imagine Entertainment; Universal Pictures; Spyglass Entertainment; Brian Grazer Productions,en,70000000.0,67112664.0,,Rance Howard; Laura Whyte,engine; electric car; gambling addiction; secret investigation; business partners; wife cheating on husband; longtime friends; friends since college; dating relationship; caught in the act
The Dirt,Unknown,True,327331,The Dirt,2019-03-22,108.0,Drama; Music; History; Comedy,Jeff Tremaine,mgk; Douglas Booth; Pete Davidson,,10th Street Entertainment; Estrella Media; Gorilla Flicks,en,0.0,0.0,,Daniel Webber; Iwan Rheon; David Costabile; Aaron Jay Rome; Alyssa Marie Stilwell; Brittany Furlan; Trace Masters,female ejaculation (squirt)
