input_title,input_year,found_in_tmdb,tmdb_id,title,release_date,runtime,genres,directors,cast,keywords,production_companies,original_language,budget,revenue
City of God,Unknown,True,598.0,City of God,2002-08-30,129.0,Drama; Crime,Fernando Meirelles,Alexandre Rodrigues; Leandro Firmino; Phellipe Haagensen; Douglas Silva; Jonathan Haagensen; Matheus Nachtergaele; Seu Jorge; Jefechander Suplino; Alice Braga; Emerson Gomes,street gang; photographer; gangster; rio de janeiro; gang war; ghetto; coming of age; introspective; critical; tense; conceited; based on real events,O2 Filmes; VideoFilmes; Wild Bunch; Hank Levine Film & Music; Globo Filmes; Lumière,pt,3300000.0,30641770.0
Cleaner,2025.0,True,1125899.0,Cleaner,2025-02-19,97.0,Action; Thriller,Martin Campbell,Daisy Ridley; Clive Owen; Taz Skylar; Flavia Watson; Ray Fearon; Rufus Jones; Richard Hope; Lee Boardman; Stella Stocker; Atanas Srebrev,,Anton; Qwerty Films,en,0.0,1314073.0
Click,Unknown,True,9339.0,Click,2006-06-23,107.0,Comedy; Drama; Fantasy,Frank Coraci,Adam Sandler; Kate Beckinsale; Christopher Walken; David Hasselhoff; Henry Winkler; Julie Kavner; Sean Astin; Joseph Castanon; Jonah Hill; Jake Hoffman,dying and death; regret; workaholic; heart attack; architect; liposuction; time travel; remote control; obesity; hospital; wedding; dog; second chance; fatherhood; alternative reality; time jump,Original Film; Revolution Studios; Columbia Pictures; Happy Madison Productions,en,82500000.0,240685326.0
Clear and Present Danger,Unknown,True,9331.0,Clear and Present Danger,1994-08-03,141.0,Action; Drama; Thriller,Phillip Noyce,Harrison Ford; Willem Dafoe; Joaquim de Almeida; Henry Czerny; Harris Yulin; Donald Moffat; Miguel Sandoval; Benjamin Bratt; Raymond Cruz; Dean Jones,"sniper; central intelligence agency (cia); helicopter; assassination; usa president; based on novel or book; ambush; espionage; politics; drug trafficking; mercenary; coast guard; car bomb; caravan; sequel; cali colombia; covert operation; drug cartel; shootout; explosion; jack ryan; dea agent; ex military; political thriller; political cover-up; bogota, colombia; intelligence service; cia analyst; fbi director; panama city, panama",Paramount Pictures; Mace Neufeld Productions; Robert Rehme Productions,en,62000000.0,215887717.0
Clerks II,Unknown,True,2295.0,Clerks II,2006-07-21,97.0,Comedy,Kevin Smith,Brian O'Halloran; Jeff Anderson; Rosario Dawson; Jason Mewes; Kevin Smith; Jennifer Schwalbach Smith; Ben Affleck; Trevor Fehrman; Scott Mosier; Jason Lee,aftercreditsstinger; duringcreditsstinger; day in a life,View Askew Productions; The Weinstein Company; Metro-Goldwyn-Mayer,en,5000000.0,26888376.0
Clifford the Big Red Dog,Unknown,True,585245.0,Clifford the Big Red Dog,2021-11-10,97.0,Family; Adventure; Comedy; Fantasy; Animation,Walt Becker,Darby Camp; Jack Whitehall; Izaac Wang; John Cleese; Tony Hale; David Alan Grier; Paul Rodríguez; Horatio Sanz; Sienna Guillory; Rosie Perez,based on novel or book; dog; giant dog; pets; live action and animation; cgi-live action hybrid; animated character,Paramount Pictures; Entertainment One; New Republic Pictures; Scholastic Entertainment; Kerner Entertainment Company,en,64000000.0,107347356.0
Clerks,Unknown,True,2292.0,Clerks,1994-10-19,92.0,Comedy,Kevin Smith,Brian O'Halloran; Jeff Anderson; Marilyn Ghigliotti; Lisa Spoonauer; Jason Mewes; Kevin Smith; Scott Mosier; Scott Mosier; Scott Schiaffo; Al Berkowitz,salesclerk; work; new jersey; loser; male friendship; junk food; black and white; video store; aftercreditsstinger; day in a life; workplace comedy; convenience store; wry,View Askew Productions,en,27575.0,3151130.0
Clifford,Unknown,True,2778.0,Clifford,1994-04-01,89.0,Comedy,Paul Flaherty,Martin Short; Charles Grodin; Mary Steenburgen; Dabney Coleman; Richard Kind; Jennifer Savidge; Brandis Kemp; Ben Savage; Don Galloway; Tim Lane,shenanigan; uncle,Orion Pictures; MBST,en,19000000.0,7411659.0
Close,2022.0,True,901563.0,Close,2022-11-01,104.0,Drama,Lukas Dhont,Eden Dambrine; Gustav De Waele; Émilie Dequenne; Léa Drucker; Igor van Dessel; Kevin Janssens; Marc Weiss; Léon Bataille; Serine Ayari; Robin Keyaert,friendship; suicide; forgiveness; male friendship; bullying; ice hockey; coming of age; grief; best friend; teenage boy; bike; guilt; childhood; lgbt; childhood friends; peer pressure; masculinity; intimacy; death of best friend; field trip; boyhood; vulnerability; oboe; sad; boys' love (bl),Menuet; Diaphana Films; Topkapi Films; Versus Production; VTM; RTBF,fr,0.0,3129968.0
Climax,2018.0,True,507076.0,Climax,2018-09-19,97.0,Horror; Drama,Gaspar Noé,Sofia Boutella; Romain Guillermic; Souheila Yacoub; Kiddy Smile; Claude-Emmanuelle Gajan-Maull; Giselle Palmer; Taylor Kastle; Thea Carla Schøtt; Sharleen Temple; Lea Vlamos,dancing; child abuse; sexual abuse; drug abuse; pregnancy; paranoia; orgy; imprisonment; lsd; surrealism; hallucinogenic drug; incest; drug overdose; disco; lgbt; spiked drink; psychological disintegration; acid; club music; punch bowl; brother sister incest,Rectangle Productions; Wild Bunch; Les Cinémas de la Zone; Eskwad; KNM; ARTE France Cinéma; Artémis Productions; VOO & Be tv; Shelter Prod; Vice Studios,fr,2900000.0,1696075.0
Clerks III,Unknown,True,635891.0,Clerks III,2022-09-04,100.0,Comedy; Drama,Kevin Smith,Brian O'Halloran; Jeff Anderson; Rosario Dawson; Jason Mewes; Kevin Smith; Marilyn Ghigliotti; Trevor Fehrman; Austin Zajur; Jennifer Schwalbach Smith; Harley Quinn Smith,heart attack; sequel; aftercreditsstinger,View Askew Productions; BondIt Media Capital; Lionsgate; TPC,en,7000000.0,4717597.0
Cliffhanger,Unknown,True,9350.0,Cliffhanger,1993-05-28,112.0,Action; Adventure; Thriller,Renny Harlin,Sylvester Stallone; John Lithgow; Michael Rooker; Janine Turner; Rex Linn; Caroline Goodall; Leon; Craig Fairbrass; Gregory Scott Cummins; Denis Forest,airplane; mountain; rocky mountains; hijacking; suitcase; climbing; heist; money; snow; mountain climbing,Carolco Pictures; Le Studio Canal+; Pioneer; RCS Video,en,70000000.0,255000211.0
Clockers,Unknown,True,20649.0,Clockers,1995-09-15,128.0,Crime; Drama; Mystery,Spike Lee,Harvey Keitel; John Turturro; Delroy Lindo; Mekhi Phifer; Isaiah Washington; Keith David; Peewee Love; Regina Taylor; Thomas Jefferson Byrd; Sticky Fingaz,"drug pusher; train; drugs; drug lord; brooklyn, new york city; housing project; inner city life",40 Acres and a Mule Filmworks; Universal Pictures,en,25000000.0,13100000.0
Clockwatchers,Unknown,True,55561.0,Clockwatchers,1997-06-12,96.0,Drama,Jill Sprecher,Toni Collette; Parker Posey; Lisa Kudrow; Alanna Ubach; Helen FitzGerald; Stanley DeSantis; Jamie Kennedy; David James Elliott; Debra Jo Rupp; Kevin Cooney,competition; office; female friendship; job promotion; woman director; temp agency,Goldcrest; Gina Resnick Productions,en,0.0,537948.0
Close Encounters of the Third Kind,Unknown,True,840.0,Close Encounters of the Third Kind,1977-12-14,137.0,Science Fiction; Drama,Steven Spielberg,Richard Dreyfuss; François Truffaut; Teri Garr; Melinda Dillon; Bob Balaban; J. Patrick McNamara; Warren J. Kemmerling; Roberts Blossom; Phil Dodds; Cary Guffey,"wyoming, usa; indiana, usa; flying saucer; extraterrestrial technology; obsession; evacuation; blackout; secret base; alien life-form; alien; ufo; vision; alien abduction; missing person; alien contact; mother ship; extraterrestrial life form; alien language; alien space craft; questioning; escapade; curious; obsessive quest; flying ship; ufo sighting; alien encounter; desperate; lightshow; extraterrestrial humanoids; wonder; mysterious lights; alien spaceship; extraterrestrial capsule; moving lights; humanoid alien; secret space ufos; whimsical; admiring; awestruck; flashing lights",Julia/Michael Phillips Productions; Columbia Pictures; EMI Films,en,20000000.0,306889114.0
Close-Up,Unknown,True,339520.0,Close-Ups,2014-10-24,76.0,Drama; Romance,Magdalena Piekorz,Joanna Orleańska; Łukasz Simlat; Ewa Wiśniewska; Andrzej Seweryn; Henryk Talar; Małgorzata Wiśniewska-Niemirska; Jacek Braciak; Władysław Kowalski; Dariusz Niebudek; Agnieszka Wosińska,husband wife relationship; suicide by hanging; woman director; emotionally disturbed; overprotective mother; mother daughter relationship; psychological; mother-in-law son-in-law relationship; absent father,Silesia Film; Studio Filmowe Tor,pl,0.0,0.0
Cloud,2024.0,True,1244244.0,Cloud,2024-09-27,124.0,Drama; Crime; Thriller,Kiyoshi Kurosawa,Masaki Suda; Kotone Furukawa; Daiken Okudaira; Amane Okayama; Yoshiyoshi Arakawa; Masataka Kubota; Masaaki Akahori; Mutsuo Yoshioka; Yugo Mikawa; Maho Yamada,capitalism; gun; dark comedy; internet; madness; hatred; character study; consequences; wickedness; downward spiral; psychological; doxxing; suspense; suspense thriller; digital age; reselling,Nikkatsu Corporation; Django Film; Tokyo Theatres Company; Cloud Production Committee,ja,0.0,743.0
Cloud 9,2014.0,True,245473.0,Cloud 9,2014-01-17,90.0,Drama; Romance; Family; TV Movie,Paul Hoen,Luke Benward; Dove Cameron; Mike C. Manning; Kiersey Clemons; Amy Farrington; Patrick Fabian; Carlon Jeffery; Andrew Lewis Caldwell; Dillon Lane; Colton Tran,utah; snowboarding; ski resort,Salty Pictures; Blondie Girl Productions,en,0.0,0.0
Cloudy with a Chance of Meatballs,Unknown,True,22794.0,Cloudy with a Chance of Meatballs,2009-09-17,90.0,Animation; Comedy; Family,Christopher Miller; Phil Lord,Bill Hader; Anna Faris; James Caan; Andy Samberg; Bruce Campbell; Mr. T; Bobb'e J. Thompson; Benjamin Bratt; Neil Patrick Harris; Al Roker,inventor; weather; food; based on children's book; hopeful,Sony Pictures Animation; Columbia Pictures,en,100000000.0,242988466.0
Cloud Atlas,Unknown,True,83542.0,Cloud Atlas,2012-10-26,172.0,Drama; Science Fiction,Lilly Wachowski; Lana Wachowski; Tom Tykwer,Tom Hanks; Halle Berry; Jim Broadbent; Hugo Weaving; Jim Sturgess; Bae Doona; Ben Whishaw; James D'Arcy; Zhou Xun; Keith David,"future; artificial intelligence (a.i.); based on novel or book; san francisco, california; clone; dystopia; lgbt; multiple storylines; duringcreditsstinger; century; 1930s",Cloud Atlas Productions; Anarchos Productions; X Filme Creative Pool; A Company; Dreams of Dragon Pictures; Media Asia Film Production; Ascension Pictures; ARD Degeto,en,102000000.0,130482868.0
Cloverfield,Unknown,True,7191.0,Cloverfield,2008-01-15,84.0,Action; Thriller; Science Fiction,Matt Reeves,Lizzy Caplan; Jessica Lucas; T.J. Miller; Michael Stahl-David; Mike Vogel; Odette Annable; Anjul Nigam; Margot Farley; Theo Rossi; Brian Klugman,quarantine; monster; chaos; skyscraper; supernatural; giant monster; alien; disaster; break-up; destruction; survival horror; kaiju; military; found footage; aftercreditsstinger; desperate; suspenseful; ominous; pessimistic,Bad Robot,en,25000000.0,170764026.0
Closer,Unknown,True,2288.0,Closer,2004-12-03,104.0,Drama; Romance,Mike Nichols,Jude Law; Natalie Portman; Julia Roberts; Clive Owen; Colin Stinton; Nick Hobbs; Steve Benham; Elizabeth Bower; Daniel Dresner; Rrenford Junior Fagan,infidelity; secret love; husband wife relationship; cheating; photographer; loss of loved one; love at first sight; photography; lover; lie; forbidden love; sexchat; stripper; liar; based on play or musical; death of father; times square; writer; falling in love; photo exhibition; provocative; love square,Columbia Pictures; Inside Track,en,27000000.0,115505027.0
Closet Monster,Unknown,True,353728.0,Closet Monster,2016-07-15,90.0,Drama; Fantasy; Mystery,Stephen Dunn,Connor Jessup; Aaron Abrams; Joanne Kelly; Aliocha Schneider; Sofia Banzhaf; Jack Fulton; Mary Walsh; Isabella Rossellini; Jinji Dawson; Meghan Cullen,hamster; tree house; rejection; bullying; newfoundland and labrador; coming of age; in the closet; lgbt; hate crime; lgbt teen; semi autobiographical; haunted by the past; animal spirit; gay theme,Best Boy Productions; Rhombus Media,en,0.0,33962.0
Cloudy with a Chance of Meatballs 2,Unknown,True,109451.0,Cloudy with a Chance of Meatballs 2,2013-09-26,94.0,Animation; Family; Comedy,Cody Cameron; Kris Pearn,Bill Hader; Anna Faris; James Caan; Will Forte; Andy Samberg; Benjamin Bratt; Neil Patrick Harris; Terry Crews; Kristen Schaal; Cody Cameron,inventor; villain; sequel; food; scientist; duringcreditsstinger,Columbia Pictures; Sony Pictures Animation,en,78000000.0,248384621.0
Clueless,Unknown,True,9603.0,Clueless,1995-07-19,97.0,Comedy; Romance,Amy Heckerling,Alicia Silverstone; Stacey Dash; Brittany Murphy; Paul Rudd; Donald Faison; Elisa Donovan; Breckin Meyer; Jeremy Sisto; Dan Hedaya; Aida Linares,puberty; high school; based on novel or book; make a match; spoiled child; coming of age; matchmaking; conflict; wedding; high school friends; makeover; woman director; popular girl; matchmaker; gay theme; match making,Paramount Pictures; Robert Lawrence Productions; Scott Rudin Productions,en,12000000.0,56631572.0
Clown in a Cornfield,Unknown,True,713364.0,Clown in a Cornfield,2025-05-08,96.0,Horror; Mystery; Thriller,Eli Craig,Katie Douglas; Aaron Abrams; Carson MacCormac; Vincent Muller; Kevin Durand; Will Sasso; Cassandra Potenza; Verity Marks; Ayo Solanke; Alexandre Martin Deakin,small town; based on novel or book; beheading; rifle; slasher; weight lifting; severed hand; killer clown; evil clown; cornfield; independent film; gay kiss; teenager; hilarious; disapproving,Temple Hill Entertainment; Rhea Films; Protagonist Pictures; Thundersnow Pictures; 1821 Pictures; Hercules Film Fund; RLJE Films; Shudder,en,1000000.0,8802437.0
Clouds of Sils Maria,Unknown,True,246860.0,Clouds of Sils Maria,2014-08-20,124.0,Drama,Olivier Assayas,Juliette Binoche; Kristen Stewart; Chloë Grace Moretz; Lars Eidinger; Johnny Flynn; Angela Winkler; Hanns Zischler; Nora Waldstätten; Brady Corbet; Aljoscha Stadelmann,suicide; mountain; aging; divorce; alps mountains; personal assistant; gender ideals,CAB Productions; Pallas Film; ARTE France Cinéma; Vortex Sutra; ZDF/Arte; Orange Studio; RTS; SRG SSR; CG Cinéma; Ezekiel Film Production; Les Films du Losange,en,6600000.0,1851517.0
Clue,Unknown,True,938442.0,Clue,2022-02-09,75.0,Mystery; Comedy,Casey Hushion,Mark Price; Isabella McCalla; Hazel Anne Raymundo; John Treacy Egan; Donna English; Kathy Fitzgerald; Alex Mandell; Michael Kostroff; Sarah Hollis; Graham Stevens,clue; murder mystery; based on board game,Paper Mill Playhouse,en,0.0,0.0
Cléo from 5 to 7,Unknown,True,499.0,Cléo from 5 to 7,1962-04-11,90.0,Drama,Agnès Varda,Corinne Marchand; Antoine Bourseiller; Dominique Davray; Dorothée Blanck; Michel Legrand; José Luis de Vilallonga; Loye Payen; Renée Duchateau; Lucienne Marchand; Serge Korber,"individual; paris, france; singer; cancer; black and white; woman director; day in a life; algerian war (1954-62)",Rome-Paris Films; Ciné-Tamaris,fr,0.0,0.0
Clown,Unknown,True,626359.0,Clown,2019-08-27,87.0,Horror,Eric Forsberg,Kasia Szarek; Micavrie Amaia; Marqus Bobesich; Drew Hale; Christopher Shone; Adam El Sharkawy; Nicholas Shone; Sam Lazarus; Camille Wormser; James Jovanovich,ghost,The Asylum,en,0.0,0.0
Coffee and Cigarettes,2003.0,True,883.0,Coffee and Cigarettes,2004-03-12,97.0,Comedy; Drama,Jim Jarmusch,"Roberto Benigni; Steven Wright; Joie Lee; Cinqué Lee; Steve Buscemi; Iggy Pop; Tom Waits; Joseph Rigano; Vinny Vella; Vinny Vella, Jr.",smoking; cigarette; autograph; coffee; bartender; cousin; smalltalk; jukebox; gathering; conversation; interview; addicted; emergency doctor,Smokescreen Inc.; Asmik Ace Entertainment; BiM Distribuzione,en,0.0,7897645.0
Coco,2017.0,True,354912.0,Coco,2017-10-27,105.0,Family; Animation; Music; Adventure,Lee Unkrich,Anthony Gonzalez; Gael García Bernal; Benjamin Bratt; Alanna Ubach; Renée Victor; Jaime Camil; Alfonso Arau; Herbert Siguenza; Gabriel Iglesias; Lombardo Boyar,skeleton; mexico; guitar; afterlife; musician; holiday; villain; singer; murderer; life after death; kids; day of the dead; music; boy,Pixar; Walt Disney Pictures,en,175000000.0,807816196.0
Coffy,Unknown,True,22021.0,Coffy,1973-06-13,90.0,Action; Crime; Thriller,Jack Hill,Pam Grier; Robert DoQui; Sid Haig; Booker Bradshaw; William Elliott; Allan Arbus; Linda Haynes; Barry Cahill; Lee de Broux; Ruben Moreno,right and justice; orderly; vigilante; blaxploitation cinema; illegal drugs; callous; ridiculous,American International Pictures; Papazian-Hirsch Entertainment International,en,500000.0,4000000.0
Cocktail,Unknown,True,7520.0,Cocktail,1988-07-29,104.0,Romance; Drama; Comedy,Roger Donaldson,Tom Cruise; Bryan Brown; Elisabeth Shue; Lisa Banes; Kelly Lynch; Gina Gershon; Ron Dean; Ellen Foley; Chris Owens; Louis Ferreira,new york city; jamaica; night life; bartender; ambition; rags to riches; cocktail,Interscope Communications; Touchstone Pictures; Silver Screen Partners III,en,20000000.0,171504781.0
Cobweb,2023.0,True,709631.0,Cobweb,2023-07-19,88.0,Horror,Samuel Bodin,Lizzy Caplan; Antony Starr; Cleopatra Coleman; Woody Norman; Luke Busey; Aleksandra Dragova; Jay Rincon; Anton Kottas; Steffanie Sampson; Jivko Mihaylov,nightmare; halloween; dysfunctional family; pumpkin; basement; devil; demon; schoolteacher; child protagonist,Point Grey Pictures; Vertigo Entertainment; Lionsgate,en,13000000.0,10091821.0
Cobain: Montage of Heck,Unknown,True,319075.0,Cobain: Montage of Heck,2015-03-23,132.0,Documentary; Music,Brett Morgen,Kurt Cobain; Courtney Love; Krist Novoselic; Dave Grohl; Frances Bean Cobain; Pat Smear; Dale Crover; Buzz Osborne; Eric Erlandson; Jennifer Finch,"guitar; musician; rock star; lifestyle; stage; seattle, washington; biography; grunge; addiction; price of fame; fatherhood; indie rock; alternative rock; 1990s; power pop; washington; intimate; camcorder",Public Road Productions; HBO Documentary Films,en,0.0,0.0
